"","cntyname","precinct","psid","district","incumb","v.d","v.r","us.pres.d","us.pres.r"
"1667","Nelson","302 - GLADSTONE","PSID:1159399047","59","R",45,74,86,111
"1668","Nelson","401 - ROSELAND","PSID:1159400171","20","R",364,521,476,784
"1669","Nelson","402 - MONTEBELLO","PSID:1159400951","20","R",33,50,36,77
"1670","Nelson","501 - FABER","PSID:1159397819","59","R",246,200,268,295
"1671","Nelson","502 - NELLYSFORD","PSID:1159397821","20","R",613,488,654,556
"1672","New Kent","# AB - Central Absentee Precinct","PSID:1159402489","","",122,249,389,545
"1673","New Kent","## Provisional","PSID:1159402489","","",3,8,1,1
"1674","New Kent","102 - TUNSTALL","PSID:1159403295","97","R",106,324,133,461
"1675","New Kent","103 - SOUTHERN BRANCH","PSID:1159397675","97","R",246,900,354,1237
"1676","New Kent","201 - QUINTON","PSID:1159399949","97","R",373,824,504,969
"1677","New Kent","202 - KENTWOOD","PSID:1159399951","97","R",138,527,191,687
"1678","New Kent","301 - WATKINS","PSID:1159398649","97","R",289,451,386,533
"1679","New Kent","302 - CUMBERLAND","PSID:1159400519","97","R",273,591,371,779
"1680","New Kent","401 - PROVIDENCE FORGE","PSID:1159400879","97","R",382,829,505,1005
"1681","New Kent","403 - MOUNTCASTLE","PSID:1159400923","97","R",130,313,187,454
"1682","New Kent","501 - ELTHAM","PSID:1159400815","97","R",209,376,270,568
"1683","New Kent","502 - CHICKAHOMINY RIVER","PSID:1159398629","97","R",192,623,255,879
"1684","Newport News","# AB - Central Absentee Precinct","PSID:1159402615","","",1002,549,3774,1799
"1685","Newport News","## Provisional","PSID:1159402615","","",10,7,48,19
"1686","Newport News","101 - DENBIGH","PSID:1159401701","94;95","R;D",1181,218,1839,537
"1687","Newport News","102 - EPES","PSID:1159401689","94;95","R;D",1145,102,1952,454
"1688","Newport News","103 - JENKINS","PSID:1159401695","94;95","R;D",892,473,1435,799
"1689","Newport News","104 - MCINTOSH","PSID:1159401687","93","D",811,237,1264,373
"1690","Newport News","105 - OYSTER POINT","PSID:1159401671","94","R",207,146,326,221
"1691","Newport News","106 - RESERVOIR","PSID:1159401667","93;94;95","D;R;D",1272,402,1878,844
"1692","Newport News","107 - RICHNECK","PSID:1159401685","93","D",1087,590,1513,925
"1693","Newport News","108 - LEE HALL","PSID:1159401713","93;94","D;R",949,262,1300,467
"1694","Newport News","109 - WINDSOR","PSID:1159401715","93","D",549,289,752,480
"1695","Newport News","110 - GREENWOOD","PSID:1159401399","93","D",1015,303,1616,529
"1696","Newport News","201 - BLAND","PSID:1159402121","93","D",187,67,333,139
"1697","Newport News","202 - BOULEVARD","PSID:1159402125","94","R",492,626,754,846
"1698","Newport News","203 - CHARLES","PSID:1159402123","94","R",897,996,1154,1431
"1699","Newport News","204 - WELLESLEY","PSID:1159402119","94","R",488,388,1007,698
"1700","Newport News","205 - DEEP CREEK","PSID:1159402115","94","R",541,949,769,1224
"1701","Newport News","208 - HIDENWOOD","PSID:1159402117","94","R",361,598,452,687
"1702","Newport News","209 - HILTON","PSID:1159402111","94","R",609,618,740,790
"1703","Newport News","210 - NELSON","PSID:1159401749","94","R",914,1053,1292,1372
"1704","Newport News","211 - PALMER","PSID:1159401757","94;95","R;D",977,89,1135,707
"1705","Newport News","212 - RIVERSIDE","PSID:1159401619","94","R",310,559,421,589
"1706","Newport News","213 - SANFORD","PSID:1159401697","94","R",203,384,289,472
"1707","Newport News","215 - WARWICK","PSID:1159401799","94","R",369,330,531,401
"1708","Newport News","216 - YATES","PSID:1159401751","94","R",390,534,536,618
"1709","Newport News","217 - RIVERVIEW","PSID:1159401767","94","R",555,739,718,930
"1710","Newport News","218 - KILN CREEK","PSID:1159401741","93","D",1252,881,1578,1176
"1711","Newport News","219 - DEER PARK","PSID:1159401745","94;95","R;D",1009,398,1606,657
"1712","Newport News","302 - BRIARFIELD","PSID:1159397893","95","D",693,NA,1137,279
"1713","Newport News","303 - CARVER","PSID:1159397895","95","D",502,NA,710,246
"1714","Newport News","304 - CHESTNUT","PSID:1159397693","95","D",419,NA,651,13
"1715","Newport News","305 - DOWNTOWN","PSID:1159397881","95","D",258,NA,384,85
"1716","Newport News","306 - DUNBAR","PSID:1159397889","95","D",108,NA,285,5
"1717","Newport News","307 - HUNTINGTON","PSID:1159397891","95","D",330,NA,592,12
"1718","Newport News","308 - JEFFERSON","PSID:1159397897","95","D",337,NA,571,11
"1719","Newport News","309 - MAGRUDER","PSID:1159403061","95","D",400,NA,654,10
"1720","Newport News","310 - MARSHALL","PSID:1159398129","95","D",522,NA,887,20
"1721","Newport News","311 - NEWMARKET","PSID:1159398103","95","D",1017,NA,1262,444
"1722","Newport News","312 - NEWSOME PARK","PSID:1159398101","95","D",124,NA,239,3
"1723","Newport News","313 - REED","PSID:1159398073","95","D",765,NA,1270,29
"1724","Newport News","314 - RIVER","PSID:1159401029","94;95","R;D",370,273,550,363
"1725","Newport News","315 - SEDGEFIELD","PSID:1159403151","94","R",469,425,631,644
"1726","Newport News","316 - SOUTH MORRISON","PSID:1159403073","95","D",830,NA,1058,553
"1727","Newport News","317 - WASHINGTON","PSID:1159401085","95","D",229,NA,375,8
"1728","Newport News","318 - WILSON","PSID:1159403225","95","D",528,NA,703,64
"1729","Newport News","319 - SAUNDERS","PSID:1159403097","95","D",1097,NA,1238,972
"1730","Newport News","320 - WATKINS","PSID:1159398411","94","R",857,977,1409,1523
"1731","Norfolk","# AB - Central Absentee Precinct","PSID:1159402619","","",1574,288,4794,1562
"1732","Norfolk","## Provisional","PSID:1159402619","","",35,3,97,26
"1733","Norfolk","101 - GRANBY","PSID:1159399579","89;100","O;R",1084,103,1335,607
"1734","Norfolk","102 - OCEAN VIEW SCHOOL","PSID:1159399577","100","R",356,290,535,448
"1735","Norfolk","103 - NORTHSIDE","PSID:1159399119","100","R",514,418,662,673
"1736","Norfolk","104 - TITUSTOWN","PSID:1159399807","79","D",512,NA,707,125
"1737","Norfolk","106 - SECOND PRESBYTERIAN","PSID:1159399559","79","D",1011,NA,NA,NA
"1738","Norfolk","201 - LARCHMONT SCHOOL","PSID:1159401463","79;89","D;O",1107,NA,NA,NA
"1739","Norfolk","203 - GHENT SQUARE","PSID:1159401471","89","O",507,NA,578,223
"1740","Norfolk","207 - LAMBERT'S POINT","PSID:1159401459","89","O",879,NA,1757,209
"1741","Norfolk","208 - LARCHMONT LIBRARY","PSID:1159401457","79;89","D;O",732,NA,352,262
"1742","Norfolk","210 - MAURY","PSID:1159401761","89","O",963,NA,1106,375
"1743","Norfolk","211 - CHRYSLER MUSEUM","PSID:1159401759","80","D",1270,NA,1356,593
"1744","Norfolk","212 - PARK PLACE","PSID:1159401755","89","O",666,NA,1086,40
"1745","Norfolk","213 - TAYLOR ELEMENTARY SCHOOL","PSID:1159401731","79","D",1341,NA,1380,422
"1746","Norfolk","214 - STUART","PSID:1159401705","89","O",1169,NA,1342,383
"1747","Norfolk","215 - SUBURBAN PARK","PSID:1159401703","100","R",629,416,811,558
"1748","Norfolk","217 - WESLEY","PSID:1159401675","100","R",562,235,862,424
"1749","Norfolk","218 - WILLARD","PSID:1159401639","89","O",1201,NA,1222,926
"1750","Norfolk","301 - BALLENTINE","PSID:1159398419","89","O",881,NA,1264,198
"1751","Norfolk","302 - TANNERS CREEK","PSID:1159398875","90","D",552,NA,762,158
"1752","Norfolk","303 - BROAD CREEK","PSID:1159398793","90","D",1230,NA,NA,NA
"1753","Norfolk","304 - COLEMAN PLACE SCHOOL","PSID:1159401151","90","D",517,NA,719,153
"1754","Norfolk","305 - LAFAYETTE-WINONA","PSID:1159401137","89","O",795,NA,977,203
"1755","Norfolk","306 - LINDENWOOD","PSID:1159398403","89","O",617,NA,900,82
"1756","Norfolk","309 - NORVIEW","PSID:1159400679","89","O",1366,NA,1978,480
"1757","Norfolk","310 - ROSEMONT","PSID:1159399679","89","O",1379,NA,2014,98
"1758","Norfolk","311 - SHERWOOD","PSID:1159400801","90","D",1341,NA,1655,786
"1759","Norfolk","313 - UNION CHAPEL","PSID:1159399671","89","O",464,NA,770,13
"1760","Norfolk","402 - BERKLEY","PSID:1159397975","89","O",825,NA,1221,13
"1761","Norfolk","403 - BRAMBLETON","PSID:1159397843","89;90","O;D",349,NA,839,12
"1762","Norfolk","404 - CAMPOSTELLA","PSID:1159397945","90","D",743,NA,1207,50
"1763","Norfolk","405 - CHESTERFIELD","PSID:1159397965","90","D",917,NA,1362,42
"1764","Norfolk","406 - BARRON BLACK","PSID:1159397863","83","R",463,305,643,436
"1765","Norfolk","408 - EASTON","PSID:1159401031","90","D",791,NA,925,627
"1766","Norfolk","409 - FAIRLAWN","PSID:1159397961","90","D",646,NA,710,472
"1767","Norfolk","411 - RUFFNER ACADEMY","PSID:1159403077","89","O",201,NA,498,16
"1768","Norfolk","412 - INGLESIDE","PSID:1159397983","90","D",940,NA,1181,151
"1769","Norfolk","413 - POPLAR HALLS","PSID:1159397981","90","D",1330,NA,1593,308
"1770","Norfolk","414 - YOUNG PARK","PSID:1159397979","89","O",802,NA,1519,26
"1771","Norfolk","415 - LAKE TAYLOR HIGH SCHOOL","PSID:1159397907","90","D",675,NA,903,450
"1772","Norfolk","501 - BAYVIEW","PSID:1159401877","83","R",670,601,934,828
"1773","Norfolk","503 - EAST OCEAN VIEW","PSID:1159401875","83","R",739,709,1040,810
"1774","Norfolk","504 - LARRYMORE","PSID:1159401881","83","R",624,438,858,561
"1775","Norfolk","505 - LITTLE CREEK","PSID:1159400429","83","R",328,386,538,579
"1776","Norfolk","506 - OCEAN VIEW CENTER","PSID:1159400399","100","R",857,419,1262,647
"1777","Norfolk","507 - PRETLOW","PSID:1159401841","100","R",624,467,907,673
"1778","Norfolk","509 - TARRALLTON","PSID:1159401883","83","R",449,676,703,977
"1779","Norfolk","510 - THIRD PRESBYTERIAN","PSID:1159401527","83","R",567,693,790,998
"1780","Norfolk","511 - CROSSROADS","PSID:1159401505","100","R",597,506,851,788
"1781","Norfolk","512 - AZALEA GARDENS","PSID:1159401513","83","R",326,393,513,481
"1782","Northampton","# AB - Central Absentee Precinct","PSID:1159402493","","",175,213,385,375
"1783","Northampton","## Provisional","PSID:1159402493","","",2,1,0,0
"1784","Northampton","101 - PRECINCT 1-1","PSID:1159398583","100","R",439,567,584,623
"1785","Northampton","201 - PRECINCT 2-1","PSID:1159398943","100","R",481,258,713,316
"1786","Northampton","301 - PRECINCT 3-1","PSID:1159401515","100","R",423,223,640,287
"1787","Northampton","401 - PRECINCT 4-1","PSID:1159399829","100","R",317,498,457,540
"1788","Northampton","501 - PRECINCT 5-1","PSID:1159400181","100","R",303,450,476,545
"1789","Northumberland","# AB - Central Absentee Precinct","PSID:1159402495","","",168,236,325,472
"1790","Northumberland","## Provisional","PSID:1159402495","","",2,2,0,0
"1791","Northumberland","101 - 1A","PSID:1159401003","99","R",252,525,413,650
"1792","Northumberland","201 - 2A","PSID:1159401359","","",286,673,414,851
"1793","Northumberland","301 - 3A","PSID:1159401723","99","R",307,184,495,230
"1794","Northumberland","302 - 3B","PSID:1159401725","","",174,54,286,79
"1795","Northumberland","401 - 4A","PSID:1159401397","","",381,881,481,1021
"1796","Northumberland","501 - 5A","PSID:1159400445","99","R",342,824,438,999
"1797","Norton","## Provisional","PSID:1159402621","","",0,1,0,0
"1798","Norton","001 - EAST WARD","PSID:1159399555","1","R",295,557,383,1021
"1799","Nottoway","# AB - Central Absentee Precinct","PSID:1159402497","","",NA,174,272,440
"1800","Nottoway","## Provisional","PSID:1159402497","","",NA,0,0,0
"1801","Nottoway","101 - PRECINCT 1-1","PSID:1159398283","61","R",NA,368,262,437
"1802","Nottoway","102 - PRECINCT 1-2","PSID:1159398285","61","R",NA,268,180,348
"1803","Nottoway","201 - PRECINCT 2-1","PSID:1159400861","61","R",NA,413,330,561
"1804","Nottoway","202 - PRECINCT 2-2","PSID:1159400859","61","R",NA,238,86,302
"1805","Nottoway","301 - PRECINCT 3-1","PSID:1159397609","61","R",NA,252,371,208
"1806","Nottoway","302 - PRECINCT 3-2","PSID:1159397657","61","R",NA,237,158,233
"1807","Nottoway","401 - PRECINCT 4-1","PSID:1159400229","61","R",NA,211,482,140
"1808","Nottoway","402 - PRECINCT 4-2","PSID:1159400231","61","R",NA,321,197,401
"1809","Nottoway","501 - PRECINCT 5-1","PSID:1159400577","61","R",NA,614,491,642
"1810","Orange","# AB - Central Absentee Precinct","PSID:1159402499","","",283,327,637,771
"1811","Orange","## Provisional","PSID:1159402499","","",2,3,2,10
"1812","Orange","101 - ONE WEST","PSID:1159400525","30","R",436,734,570,989
"1813","Orange","102 - ONE EAST","PSID:1159400523","30","R",457,570,604,814
"1814","Orange","201 - TWO WEST","PSID:1159399571","30","R",305,650,458,1107
"1815","Orange","202 - TWO EAST","PSID:1159399573","30","R",223,600,347,1028
"1816","Orange","301 - THREE WEST","PSID:1159401035","30","R",578,625,855,1002
"1817","Orange","302 - THREE EAST","PSID:1159401037","30","R",132,264,205,381
"1818","Orange","401 - FOUR WEST","PSID:1159401455","30","R",239,748,352,1197
"1819","Orange","402 - FOUR EAST","PSID:1159402083","30","R",368,529,569,888
"1820","Orange","501 - FIVE SOUTH","PSID:1159397681","30","R",521,723,662,1064
"1821","Orange","502 - FIVE NORTH","PSID:1159397679","30","R",576,907,696,1270
"1822","Page","# AB - Central Absentee Precinct","PSID:1159402501","","",NA,279,363,513
"1823","Page","## Provisional","PSID:1159402501","","",NA,3,0,3
"1824","Page","101 - WEST LURAY","PSID:1159401983","15","R",NA,944,531,1287
"1825","Page","201 - EAST LURAY","PSID:1159400657","15","R",NA,1077,544,1469
"1826","Page","301 - MARKSVILLE","PSID:1159397727","15","R",NA,1096,406,1670
"1827","Page","401 - NEWPORT","PSID:1159397735","15","R",NA,831,342,1296
"1828","Page","501 - SHENANDOAH","PSID:1159399495","15","R",NA,1031,328,1593
"1829","Patrick","# AB - Central Absentee Precinct","PSID:1159402503","","",87,196,222,495
"1830","Patrick","## Provisional","PSID:1159402503","","",0,0,0,0
"1831","Patrick","101 - ARARAT","PSID:1159401291","9","R",81,239,113,375
"1832","Patrick","102 - CLAUDVILLE","PSID:1159401289","9","R",58,260,72,381
"1833","Patrick","103 - WILLIS GAP","PSID:1159401287","9","R",65,223,90,385
"1834","Patrick","201 - DRY POND","PSID:1159401155","9","R",45,170,44,244
"1835","Patrick","202 - PATRICK SPRINGS","PSID:1159401009","9","R",134,479,164,640
"1836","Patrick","203 - RUSSELL CREEK","PSID:1159398979","9","R",110,303,119,502
"1837","Patrick","301 - CRITZ/STELLA","PSID:1159399469","9","R",157,412,236,711
"1838","Patrick","302 - LIBERTY","PSID:1159398563","9","R",58,334,66,512
"1839","Patrick","401 - MEADOWS OF DAN","PSID:1159400359","9","R",142,293,166,431
"1840","Patrick","402 - STUART ADMINISTRATION","PSID:1159400357","9","R",177,412,166,589
"1841","Patrick","501 - STUART COMMUNITY","PSID:1159399973","9","R",57,187,68,262
"1842","Patrick","502 - ELAMSVILLE","PSID:1159399969","9","R",93,279,109,425
"1843","Patrick","503 - WOOLWINE","PSID:1159399967","9","R",124,396,133,502
"1844","Petersburg","# AB - Central Absentee Precinct","PSID:1159402623","","",865,NA,2032,248
"1845","Petersburg","## Provisional","PSID:1159402623","","",4,NA,16,3
"1846","Petersburg","101 - FIRST WARD FIRST PRECINCT","PSID:1159398091","63","D",597,NA,1210,125
"1847","Petersburg","201 - SECOND WARD FIRST PRECINCT","PSID:1159398371","63","D",1220,NA,1724,175
"1848","Petersburg","301 - THIRD WARD FIRST PRECINCT","PSID:1159398013","63","D",1252,NA,1615,400
"1849","Petersburg","401 - FOURTH WARD FIRST PRECINCT","PSID:1159401809","63","D",825,NA,1249,219
"1850","Petersburg","501 - FIFTH WARD FIRST PRECINCT","PSID:1159401383","63","D",711,NA,1361,99
"1851","Petersburg","601 - SIXTH WARD FIRST PRECINCT","PSID:1159400887","63","D",695,NA,1301,36
"1852","Petersburg","701 - SEVENTH WARD FIRST PRECINCT","PSID:1159400697","63","D",1021,NA,1513,146
"1853","Pittsylvania","# AB - Central Absentee Precinct","PSID:1159402505","","",NA,668,1217,1663
"1854","Pittsylvania","## Provisional","PSID:1159402505","","",NA,1,4,12
"1855","Pittsylvania","103 - TWIN SPRINGS","PSID:1159400071","16","R",NA,1304,351,1833
"1856","Pittsylvania","105 - CHATHAM","PSID:1159400883","16","R",NA,473,189,561
"1857","Pittsylvania","106 - TUNSTALL","PSID:1159400069","16","R",NA,501,181,765
"1858","Pittsylvania","108 - WEST BLAIRS","PSID:1159398229","16","R",NA,265,151,401
"1859","Pittsylvania","201 - CALLANDS","PSID:1159398397","16","R",NA,496,181,640
"1860","Pittsylvania","202- BEARSKIN","PSID:1159398391","16","R",NA,111,77,166
"1861","Pittsylvania","204 - SANDY LEVEL","PSID:1159397645","16","R",NA,322,123,417
"1862","Pittsylvania","206 - CLIMAX","PSID:1159397633","16","R",NA,396,118,488
"1863","Pittsylvania","207 - GRETNA","PSID:1159397643","16","R",NA,913,347,1167
"1864","Pittsylvania","301 - CENTRAL","PSID:1159398065","16","R",NA,281,439,293
"1865","Pittsylvania","305 - RICEVILLE","PSID:1159398061","16","R",NA,294,378,291
"1866","Pittsylvania","307 - EAST BLAIRS","PSID:1159398057","14;16","R;R",NA,228,696,233
"1867","Pittsylvania","308 - MT AIRY","PSID:1159398071","16","R",NA,158,228,181
"1868","Pittsylvania","309 - EAST GRETNA","PSID:1159398069","16","R",NA,212,244,251
"1869","Pittsylvania","402 - KEELING","PSID:1159401821","14","R",NA,527,152,721
"1870","Pittsylvania","404 - KENTUCK","PSID:1159401827","14","R",NA,917,370,1266
"1871","Pittsylvania","405 - RINGGOLD","PSID:1159401829","14","R",NA,939,487,1259
"1872","Pittsylvania","501 - HURT","PSID:1159397787","16","R",NA,667,390,982
"1873","Pittsylvania","502 - MOTLEY SYCAMORE","PSID:1159397813","16","R",NA,744,433,1038
"1874","Pittsylvania","503 - RENAN","PSID:1159401451","16","R",NA,389,221,573
"1875","Pittsylvania","603 - STONY MILL","PSID:1159401075","14","R",NA,559,263,863
"1876","Pittsylvania","604 - SWANSONVILLE","PSID:1159401081","16","R",NA,379,302,599
"1877","Pittsylvania","605 - WHITMELL","PSID:1159401083","16","R",NA,445,230,631
"1878","Pittsylvania","606 - BROSVILLE","PSID:1159401077","14","R",NA,361,425,458
"1879","Pittsylvania","607 - DRY FORK","PSID:1159401079","16","R",NA,240,82,325
"1880","Pittsylvania","702 - BACHELORS HALL","PSID:1159399541","14","R",NA,763,180,1075
"1881","Pittsylvania","703 - FERRY ROAD","PSID:1159399537","14","R",NA,133,92,191
"1882","Pittsylvania","704 - MT HERMON","PSID:1159399553","14","R",NA,1053,494,1491
"1883","Pittsylvania","705 - MT CROSS","PSID:1159399551","16","R",NA,484,154,720
"1884","Poquoson","# AB - Central Absentee Precinct","PSID:1159402625","","",64,238,254,541
"1885","Poquoson","## Provisional","PSID:1159402625","","",0,3,2,4
"1886","Poquoson","001 - CENTRAL","PSID:1159398731","91","R",251,1125,424,1432
"1887","Poquoson","002 - EASTERN","PSID:1159400651","91","R",254,1217,451,1630
"1888","Poquoson","003 - WESTERN","PSID:1159400639","91","R",286,1338,470,1485
"1889","Portsmouth","# AB - Central Absentee Precinct","PSID:1159402627","","",974,NA,3200,860
"1890","Portsmouth","## Provisional","PSID:1159402627","","",17,NA,35,22
"1891","Portsmouth","001 - EMANUEL A. M. E. CHURCH","PSID:1159398791","80","D",806,NA,804,386
"1892","Portsmouth","005 - HAMPTON ROADS COMMUNITY HEALTH CENTER","PSID:1159398795","80","D",535,NA,866,15
"1893","Portsmouth","007- PARK VIEW ELEMENTARY SCHOOL","PSID:1159398493","79","D",561,NA,627,191
"1894","Portsmouth","009 - THIRD BAPTIST CHURCH","PSID:1159400443","79","D",794,NA,1032,189
"1895","Portsmouth","010 - PORT NORFOLK RECREATION CENTER","PSID:1159398417","79","D",440,NA,421,265
"1896","Portsmouth","011 - MT. HERMON VILLAGE","PSID:1159398413","80","D",625,NA,960,19
