"","cntyname","precinct","psid","district","incumb","v.d","v.r","us.pres.d","us.pres.r"
"1347","James City","101 - BERKELEY A","PSID:1159402969","93","D",952,1000,907,1208
"1348","James City","102 - BERKELEY B","PSID:1159402973","96","R",598,632,700,823
"1349","James City","103 - BERKELEY C","PSID:1159402981","96","R",932,1648,1119,1713
"1350","James City","104- BERKELEY D","PSID:1159402965","93","D",317,252,330,304
"1351","James City","201 - JAMESTOWN A","PSID:1159402979","93","D",368,211,396,293
"1352","James City","202 - JAMESTOWN B","PSID:1159402987","96","R",968,671,1242,856
"1353","James City","203 - JAMESTOWN C","PSID:1159402983","96","R",706,821,790,943
"1354","James City","204 - JAMESTOWN D","PSID:1159402985","96","R",882,1331,952,1344
"1355","James City","301 - POWHATAN A","PSID:1159402993","96","R",888,1326,1046,1361
"1356","James City","302 - POWHATAN B","PSID:1159402989","96","R",302,240,488,332
"1357","James City","303 - POWHATAN C","PSID:1159403003","96","R",227,517,342,677
"1358","James City","304 - POWHATAN D","PSID:1159402991","96","R",930,685,1182,992
"1359","James City","401 - STONEHOUSE A","PSID:1159403001","96","R",762,1057,976,1497
"1360","James City","402 - STONEHOUSE B","PSID:1159402997","96","R",1117,1496,1334,1721
"1361","James City","403 - STONEHOUSE C","PSID:1159402999","96","R",681,1086,851,1337
"1362","James City","501 - ROBERTS A","PSID:1159402967","93","D",517,259,807,335
"1363","James City","502 - ROBERTS B","PSID:1159402971","93","D",892,1194,796,1284
"1364","James City","503 - ROBERTS C","PSID:1159402961","93","D",192,88,284,137
"1365","James City","504 - ROBERTS D","PSID:1159402975","93","D",1033,869,1040,984
"1366","King and Queen","# AB - Central Absentee Precinct","PSID:1159402459","","",70,143,172,167
"1367","King and Queen","# AB - Central Absentee Precinct","PSID:1159402459","","",52,86,172,167
"1368","King and Queen","# AB - Central Absentee Precinct","PSID:1159402459","","",148,334,172,167
"1369","King and Queen","## Provisional","PSID:1159402459","","",3,2,1,0
"1370","King and Queen","## Provisional","PSID:1159402459","","",0,0,1,0
"1371","King and Queen","## Provisional","PSID:1159402459","","",3,6,1,0
"1372","King and Queen","101 - OWENTON","PSID:1159402171","98","R",246,177,357,265
"1373","King and Queen","201 - CLARKS","PSID:1159399911","98","R",183,307,226,458
"1374","King and Queen","301 - SHACKLEFORDS","PSID:1159399609","98","R",176,300,271,374
"1375","King and Queen","401 - COURTHOUSE","PSID:1159398689","98","R",228,277,297,375
"1376","King and Queen","501 - OLDMILL","PSID:1159400233","98","R",107,325,144,460
"1377","King George","101 - COURTHOUSE","PSID:1159400203","99","R",443,802,581,1203
"1378","King George","102 - PASSAPATANZY","PSID:1159400207","99","R",212,373,333,658
"1379","King George","201 - MONROE","PSID:1159399141","99","R",560,1163,775,1775
"1380","King George","301 - DAHLGREN","PSID:1159398987","99","R",627,845,919,1329
"1381","King George","401 - SHILOH","PSID:1159398119","99","R",538,1047,835,1531
"1382","King William","101 - WEST POINT","PSID:1159398485","98","R",324,807,476,1002
"1383","King William","201 - SWEET HALL","PSID:1159400787","98","R",133,284,188,381
"1384","King William","202 - COURTHOUSE","PSID:1159400789","97","R",293,446,431,648
"1385","King William","301 - AYLETT","PSID:1159400521","97","R",263,799,370,1235
"1386","King William","401 - MANQUIN","PSID:1159401473","97","R",302,822,470,1186
"1387","King William","501 - MANGOHICK","PSID:1159398905","97","R",415,804,618,1194
"1388","Lancaster","# AB - Central Absentee Precinct","PSID:1159402465","","",189,231,338,428
"1389","Lancaster","## Provisional","PSID:1159402465","","",1,1,7,3
"1390","Lancaster","101 - PRECINCT 1-1","PSID:1159400635","99","R",337,555,429,673
"1391","Lancaster","201 - PRECINCT 2-1","PSID:1159400369","99","R",376,312,646,400
"1392","Lancaster","301 - PRECINCT 3-1","PSID:1159400047","99","R",221,478,261,598
"1393","Lancaster","302 - PRECINCT 3-2","PSID:1159400031","99","R",117,227,137,275
"1394","Lancaster","401 - PRECINCT 4-1","PSID:1159399695","99","R",412,269,624,367
"1395","Lancaster","501 - PRECINCT 5-1","PSID:1159399309","99","R",354,670,427,779
"1396","Lee","# AB - Central Absentee Precinct","PSID:1159402467","","",67,254,167,565
"1397","Lee","## Provisional","PSID:1159402467","","",1,0,0,1
"1398","Lee","101 - ELYDALE","PSID:1159398847","1","R",68,251,90,368
"1399","Lee","102 - EWING","PSID:1159398845","1","R",69,253,70,362
"1400","Lee","103 - ROSE HILL","PSID:1159398843","1","R",131,495,146,688
"1401","Lee","201 - BLACKWATER","PSID:1159398015","1","R",39,84,33,130
"1402","Lee","202 - FLATWOODS","PSID:1159398017","1","R",101,430,75,592
"1403","Lee","203 - JONESVILLE","PSID:1159398021","1","R",192,617,183,799
"1404","Lee","301 - BEN HUR","PSID:1159400489","1","R",203,622,182,864
"1405","Lee","302 - WOODWAY","PSID:1159400471","1","R",103,426,89,577
"1406","Lee","401 - STICKLEYVILLE","PSID:1159401391","1","R",85,217,78,307
"1407","Lee","402 - JASPER","PSID:1159401387","1","R",45,143,54,262
"1408","Lee","403 - SEMINARY","PSID:1159401389","1","R",44,232,53,313
"1409","Lee","404 - DRYDEN","PSID:1159401385","1","R",99,364,123,576
"1410","Lee","501 - SAINT CHARLES","PSID:1159400895","1","R",89,156,103,238
"1411","Lee","502 - PENNINGTON","PSID:1159400893","1","R",113,449,138,659
"1412","Lee","503 - ROBBINS CHAPEL","PSID:1159400891","1","R",15,71,9,100
"1413","Lee","504 - KEOKEE","PSID:1159400053","1","R",32,93,34,142
"1414","Lexington","# AB - Central Absentee Precinct","PSID:1159402605","","",NA,72,285,132
"1415","Lexington","## Provisional","PSID:1159402605","","",NA,0,0,0
"1416","Lexington","001 - LEXINGTON","PSID:1159398687","24","R",NA,603,1229,634
"1417","Loudoun","# AB - Central Absentee Precinct","PSID:1159402469","","",5215,4364,18822,10617
"1418","Loudoun","## Provisional","PSID:1159402469","","",67,49,102,60
"1419","Loudoun","107 - LITTLE RIVER","PSID:1159401227","67","R",626,586,932,718
"1420","Loudoun","108 - MERCER","PSID:1159401007","87","D",686,434,978,707
"1421","Loudoun","112 - FREEDOM","PSID:1159400903","87","D",550,305,768,421
"1422","Loudoun","114 - DULLES SOUTH","PSID:1159400821","87","D",585,382,934,525
"1423","Loudoun","117 - CARTER","PSID:1159400819","87","D",352,150,640,237
"1424","Loudoun","118 - MOOREFIELD","PSID:1159399095","32","R",796,357,1047,534
"1425","Loudoun","119 - ARCOLA","PSID:1159400901","87","D",1326,667,1794,1095
"1426","Loudoun","120 - LUNSFORD","PSID:1159401823","87","D",713,493,1043,660
"1427","Loudoun","121 - TOWN HALL","PSID:1159400611","87","D",541,297,636,455
"1428","Loudoun","122 - HUTCHISON FARM","PSID:1159400735","87","D",790,544,1146,709
"1429","Loudoun","123 - CARDINAL RIDGE","PSID:1159400629","67","R",431,386,597,434
"1430","Loudoun","124 - LIBERTY","PSID:1159400623","87","D",495,318,708,437
"1431","Loudoun","125 - ROCK RIDGE","PSID:1159400627","87","D",633,389,1113,440
"1432","Loudoun","207 - RIVER BEND","PSID:1159398849","34","D",532,380,599,467
"1433","Loudoun","208 - ALGONKIAN","PSID:1159398913","32","R",531,414,684,504
"1434","Loudoun","209 - POTOMAC FALLS","PSID:1159400849","34","D",833,428,1025,612
"1435","Loudoun","210 - CASCADES","PSID:1159401157","87","D",966,512,1231,735
"1436","Loudoun","213 - COUNTRYSIDE","PSID:1159401171","87","D",307,175,429,270
"1437","Loudoun","214 - SUGARLAND NORTH","PSID:1159400159","34","D",972,705,1157,782
"1438","Loudoun","215 - SUGARLAND SOUTH","PSID:1159401173","34","D",899,475,1210,660
"1439","Loudoun","216 - LOWES ISLAND","PSID:1159401191","34","D",768,517,850,673
"1440","Loudoun","217 - SOUTH BANK","PSID:1159401189","34","D",947,546,1113,710
"1441","Loudoun","218 - UNIVERSITY CENTER","PSID:1159401153","32","R",527,247,834,399
"1442","Loudoun","219 - GALILEE CHURCH","PSID:1159398921","32","R",677,375,876,547
"1443","Loudoun","301 - PURCELLVILLE","PSID:1159400563","33","R",782,830,932,1038
"1444","Loudoun","302 - ROUND HILL","PSID:1159400561","33","R",621,749,719,999
"1445","Loudoun","303 - HILLSBORO","PSID:1159400559","33","R",551,707,636,936
"1446","Loudoun","305 - PHILOMONT","PSID:1159400555","10","R",258,374,345,438
"1447","Loudoun","307 - MIDDLEBURG","PSID:1159400553","10","R",349,300,495,338
"1448","Loudoun","308 - ST LOUIS","PSID:1159400551","10","R",319,353,474,384
"1449","Loudoun","309 - ALDIE","PSID:1159400549","10","R",243,266,303,346
"1450","Loudoun","310 - MOUNTAIN VIEW","PSID:1159400265","33","R",656,808,805,1093
"1451","Loudoun","311 - ROUND HILL ELEMENTARY","PSID:1159400267","33","R",508,733,658,986
"1452","Loudoun","312 - BRIAR WOODS","PSID:1159400269","10","R",824,422,1114,635
"1453","Loudoun","313 - PINEBROOK","PSID:1159400271","87","D",1068,623,2135,1355
"1454","Loudoun","314 - LEGACY","PSID:1159400255","87","D",698,478,2015,968
"1455","Loudoun","315 - FIREHOUSE","PSID:1159400257","33","R",206,254,228,358
"1456","Loudoun","316 - CREIGHTON'S CORNER","PSID:1159400261","10","R",775,428,1662,957
"1457","Loudoun","318 - Madison's Trust","","","",514,660,614,851
"1458","Loudoun","319 - JOHN CHAMPE","","","",766,506,NA,NA
"1459","Loudoun","320 - STONE HILL","","","",826,353,NA,NA
"1460","Loudoun","321 - BRAMBLETON MIDDLE","","","",515,240,NA,NA
"1461","Loudoun","401 - WEST LOVETTSVILLE","PSID:1159399423","33","R",746,834,851,1229
"1462","Loudoun","402 - WATERFORD","PSID:1159399425","33","R",612,751,731,945
"1463","Loudoun","403 - LUCKETTS","PSID:1159399427","33","R",743,801,929,1095
"1464","Loudoun","407 - HARPER PARK","PSID:1159399429","10","R",437,392,620,486
"1465","Loudoun","408 - EVERGREEN","PSID:1159399433","10","R",588,407,818,616
"1466","Loudoun","409 - CLARKES GAP","PSID:1159399435","33","R",601,841,730,1044
"1467","Loudoun","411 - EAST LOVETTSVILLE","PSID:1159399813","33","R",531,631,586,816
"1468","Loudoun","413 - TUSCARORA","PSID:1159399811","33","R",37,36,38,49
"1469","Loudoun","414 - RED ROCK","PSID:1159399819","10","R",429,292,637,405
"1470","Loudoun","416 - HAMILTON","PSID:1159399817","33","R",882,953,962,1200
"1471","Loudoun","419 - J. L. SIMPSON","PSID:1159399821","10","R",536,776,705,997
"1472","Loudoun","420 - RIVER CREEK","PSID:1159398507","10","R",573,709,686,802
"1473","Loudoun","421 - BETWEEN THE HILLS","PSID:1159400149","33","R",68,103,88,153
"1474","Loudoun","501 - WEST LEESBURG","PSID:1159399051","10;33","R;R",778,624,933,698
"1475","Loudoun","502 - EAST LEESBURG","PSID:1159399057","10","R",852,393,1273,559
"1476","Loudoun","503 - DRY MILL","PSID:1159399055","10","R",394,340,472,392
"1477","Loudoun","504 - SMARTS MILL","PSID:1159399061","10","R",815,640,960,662
"1478","Loudoun","505 - COOL SPRING","PSID:1159399059","10","R",757,725,990,856
"1479","Loudoun","506 - BRANDON PARK","PSID:1159399065","10","R",452,272,714,391
"1480","Loudoun","507 - GREENWAY","PSID:1159399063","33","R",425,334,524,413
"1481","Loudoun","508 - BALLS BLUFF","PSID:1159399045","33","R",763,571,1032,800
"1482","Loudoun","509 - TOLBERT","PSID:1159399043","10","R",907,445,1345,654
"1483","Loudoun","510 - HERITAGE","PSID:1159398617","33","R",428,427,578,540
"1484","Loudoun","615 - HILLSIDE","PSID:1159399025","32","R",743,578,986,701
"1485","Loudoun","616 - EAGLE RIDGE","PSID:1159399015","32","R",798,566,1087,697
"1486","Loudoun","617 - OAK GROVE","PSID:1159399029","87","D",417,116,635,167
"1487","Loudoun","619 - RIDGETOP","PSID:1159399037","87","D",386,123,626,243
"1488","Loudoun","620 - RUSSELL BRANCH","PSID:1159398097","32","R",923,681,1193,849
"1489","Loudoun","621 - DOMINION TRAIL","PSID:1159397987","32","R",991,604,1326,824
"1490","Loudoun","622 - FARMWELL STATION","PSID:1159397989","32","R",977,539,1266,626
"1491","Loudoun","623 - WELLER","PSID:1159397993","32","R",763,527,804,607
"1492","Loudoun","625 - MILL RUN","PSID:1159400353","32","R",324,284,402,346
"1493","Loudoun","626 - ASHBY PONDS","PSID:1159398093","32","R",386,422,411,359
"1494","Loudoun","627 - ASHBROOK","PSID:1159398095","32","R",725,310,903,428
"1495","Loudoun","628 - MOOREFIELD STATION","PSID:1159398085","32","R",789,346,1144,596
"1496","Loudoun","629 - DISCOVERY","PSID:1159400699","87","D",189,129,301,223
"1497","Loudoun","701 - SULLY","PSID:1159401947","86","D",729,388,1086,611
"1498","Loudoun","702 - PARK VIEW","PSID:1159400797","87","D",666,347,912,505
"1499","Loudoun","703 - ROLLING RIDGE","PSID:1159401941","87","D",924,288,1260,509
"1500","Loudoun","705 - FOREST GROVE","PSID:1159401971","86","D",845,525,1313,775
"1501","Loudoun","707 - CLAUDE MOORE PARK","PSID:1159401945","87","D",677,227,930,421
"1502","Loudoun","708 - SENECA","PSID:1159401939","34","D",709,415,885,593
"1503","Loudoun","709 - MIRROR RIDGE","PSID:1159401937","87","D",825,344,1173,472
"1504","Loudoun","710 - STERLING","PSID:1159401621","87","D",590,287,939,494
"1505","Loudoun","808 - STONE BRIDGE","PSID:1159402049","32","R",890,751,1218,884
"1506","Loudoun","810 - CEDAR LANE","PSID:1159397781","32","R",825,527,1108,689
"1507","Loudoun","813 - SELDENS LANDING","PSID:1159397779","32","R",571,333,881,523
"1508","Loudoun","814 - NEWTON - LEE","PSID:1159397777","32","R",610,827,992,898
"1509","Loudoun","815 - BELMONT RIDGE","PSID:1159397771","32","R",807,668,892,692
"1510","Loudoun","817 - SANDERS CORNER","PSID:1159397769","32","R",869,782,1250,972
"1511","Loudoun","818 - BROAD RUN","PSID:1159397767","32","R",669,452,868,603
"1512","Loudoun","819 - HERITAGE CHURCH","PSID:1159397765","32","R",578,493,784,627
"1513","Loudoun","820 - BELMONT STATION","PSID:1159398109","32","R",663,522,919,631
"1514","Loudoun","822 - RIVERSIDE","PSID:1159398107","10","R",511,382,696,492
"1515","Louisa","# AB - Central Absentee Precinct","PSID:1159402471","","",360,461,807,983
"1516","Louisa","## Provisional","PSID:1159402471","","",2,2,4,1
"1517","Louisa","101 - ZION","PSID:1159401407","56","O",585,756,697,977
"1518","Louisa","102 - MECHANICSVILLE","PSID:1159399915","56","O",273,370,349,528
"1519","Louisa","201 - LOUISA #1","PSID:1159401331","56","O",245,447,369,624
"1520","Louisa","202 - LOUISA #2","PSID:1159400573","56","O",272,390,334,614
"1521","Louisa","301 - PATRICK HENRY NO 1","PSID:1159400099","56","O",695,579,926,808
"1522","Louisa","302 - PATRICK HENRY #2","PSID:1159401297","56","O",150,176,183,281
"1523","Louisa","401 - MINERAL","PSID:1159397513","56","O",364,790,480,1105
"1524","Louisa","402 - YANCEYVILLE","PSID:1159397495","56","O",169,207,202,290
"1525","Louisa","501 - FREDERICKS HALL","PSID:1159398541","56","O",188,197,229,285
"1526","Louisa","502 - CUCKOO","PSID:1159398823","56","O",182,369,268,557
"1527","Louisa","503 - ELK CREEK","PSID:1159400219","56","O",125,360,153,436
"1528","Louisa","601 - BUMPASS","PSID:1159398591","56","O",151,484,193,690
"1529","Louisa","602 - LOCUST CREEK","PSID:1159398461","56","O",231,568,326,824
"1530","Louisa","701 - SHELTONS MILL","PSID:1159398167","56","O",284,609,372,911
"1531","Louisa","702 - SOUTH ANNA","PSID:1159398169","56","O",226,436,320,614
"1532","Lunenburg","# AB - Central Absentee Precinct","PSID:1159402475","","",65,122,219,274
"1533","Lunenburg","## Provisional","PSID:1159402475","","",0,0,0,0
"1534","Lunenburg","101 - PLYMOUTH","PSID:1159401365","61","R",NA,341,165,440
"1535","Lunenburg","201 - BROWNS STORE","PSID:1159401647","61;75","R;D",57,250,192,356
"1536","Lunenburg","301 - ROSEBUD","PSID:1159398079","61;75","R;D",141,41,79,306
"1537","Lunenburg","302 - FLAT ROCK","PSID:1159402071","61","R",14,200,170,267
"1538","Lunenburg","401 - ARROWHEAD GUN CLUB","PSID:1159398343","61","R",NA,177,55,214
"1539","Lunenburg","402 - PLEASANT GROVE","PSID:1159398341","61","R",NA,285,141,351
"1540","Lunenburg","501 - REEDY CREEK","PSID:1159398671","61","R",NA,183,199,162
"1541","Lunenburg","502 - PEOPLES COMMUNITY CENTER","PSID:1159398669","61;75","R;D",49,146,278,121
"1542","Lunenburg","601 - HOUNDS CREEK","PSID:1159400361","75","D",393,NA,430,271
"1543","Lunenburg","701 - MEHERRIN FIRE DEPARTMENT","PSID:1159397707","61","R",NA,165,148,186
"1544","Lunenburg","702 - VICTORIA PUBLIC LIBRARY","PSID:1159399585","61;75","R;D",42,178,151,256
"1545","Lynchburg","# AB - Central Absentee Precinct","PSID:1159402607","","",342,504,1270,1068
"1546","Lynchburg","## Provisional","PSID:1159402607","","",1,0,5,3
"1547","Lynchburg","101 - FIRST WARD FIRST PRECINCT","PSID:1159399651","23","R",764,905,1198,1453
"1548","Lynchburg","102 - FIRST WARD SECOND PRECINCT","PSID:1159399655","23","R",802,1179,951,1384
"1549","Lynchburg","103 - FIRST WARD THIRD PRECINCT","PSID:1159399653","23","R",644,810,749,934
"1550","Lynchburg","104 - FIRST WARD FOURTH PRECINCT","PSID:1159399649","23","R",338,229,503,349
"1551","Lynchburg","105 - FIRST WARD FIFTH PRECINCT","PSID:1159399645","23","R",491,406,603,446
"1552","Lynchburg","201 - SECOND WARD FIRST PRECINCT","PSID:1159399275","22","R",NA,529,1805,489
"1553","Lynchburg","202 - SECOND WARD SECOND PRECINCT","PSID:1159399271","22","R",NA,409,1459,339
"1554","Lynchburg","203 - SECOND WARD THIRD PRECINCT","PSID:1159399273","22","R",NA,156,563,141
"1555","Lynchburg","204 - SECOND WARD FOURTH PRECINCT","PSID:1159399267","22","R",NA,206,348,281
"1556","Lynchburg","301 - THIRD WARD FIRST PRECINCT","PSID:1159398807","22","R",NA,369,520,458
"1557","Lynchburg","302 - THIRD WARD SECOND PRECINCT","PSID:1159398805","23","R",62,1216,140,2739
"1558","Lynchburg","303 - THIRD WARD THIRD PRECINCT","PSID:1159398803","22","R",NA,506,446,722
"1559","Lynchburg","304 - THIRD WARD FOURTH PRECINCT","PSID:1159398799","23","R",251,454,399,691
"1560","Lynchburg","305 - THIRD WARD FIFTH PRECINCT","PSID:1159398797","23","R",435,984,670,1672
"1561","Lynchburg","401 - FOURTH WARD FIRST PRECINCT","PSID:1159397911","23","R",599,1301,857,1855
"1562","Lynchburg","402 - FOURTH WARD SECOND PRECINCT","PSID:1159397913","23","R",310,440,432,607
"1563","Lynchburg","403 - FOURTH WARD THIRD PRECINCT","PSID:1159397915","23","R",519,841,901,1251
"1564","Lynchburg","404 - FOURTH WARD FOURTH PRECINCT","PSID:1159397917","23","R",655,859,973,1100
"1565","Madison","# AB - Central Absentee Precinct","PSID:1159402477","","",132,194,297,322
"1566","Madison","## Provisional","PSID:1159402477","","",0,0,1,1
"1567","Madison","001 - OAK PARK","PSID:1159398825","30","R",254,279,277,420
"1568","Madison","002 - RADIANT","PSID:1159398829","30","R",319,427,347,665
"1569","Madison","003 - ROCHELLE","PSID:1159398827","30","R",110,266,136,359
"1570","Madison","004 - GRAVES MILL","PSID:1159398833","30","R",13,39,13,44
"1571","Madison","005 - MADISON","PSID:1159398831","30","R",304,523,390,743
"1572","Madison","006 - WOLFTOWN","PSID:1159398839","30","R",177,301,205,420
"1573","Madison","007 - BRIGHTWOOD","PSID:1159398835","30","R",203,645,285,852
"1574","Madison","008 - CRIGLERSVILLE","PSID:1159398821","30","R",156,290,177,359
"1575","Madison","009 - ETLAN","PSID:1159398817","30","R",73,171,75,234
"1576","Manassas","001 - DEAN","PSID:1159399389","50","R",696,401,1488,1294
"1577","Manassas","002 - WEEMS","PSID:1159400315","50","R",856,655,1150,819
"1578","Manassas","003 - METZ","PSID:1159400311","50","R",839,722,1274,936
"1579","Manassas","004 - HAYDON","PSID:1159400167","50","R",679,734,1350,1004
"1580","Manassas","005 - BALDWIN","PSID:1159400307","50","R",694,513,1501,797
"1581","Manassas","006 - ROUND","","","",561,794,NA,NA
"1582","Manassas Park","# AB - Central Absentee Precinct","PSID:1159402611","","",526,559,628,418
"1583","Manassas Park","# AB - Central Absentee Precinct","PSID:1159402611","","",239,175,628,418
"1584","Manassas Park","## Provisional","PSID:1159402611","","",4,2,5,3
"1585","Manassas Park","## Provisional","PSID:1159402611","","",3,1,5,3
"1586","Manassas Park","001 - PRECINCT ONE","PSID:1159401161","13","R",647,323,912,419
"1587","Manassas Park","002 - PRECINCT TWO","PSID:1159401129","13","R",437,314,813,468
"1588","Manassas Park","003 - PRECINCT THREE","PSID:1159401333","13","R",527,370,846,425
"1589","Martinsville","# AB - Central Absentee Precinct","PSID:1159402613","","",NA,135,331,214
"1590","Martinsville","## Provisional","PSID:1159402613","","",NA,0,2,0
"1591","Martinsville","001 - PRECINCT #1","PSID:1159402081","16","R",NA,147,531,22
"1592","Martinsville","002 - PRECINCT #2","PSID:1159402109","16","R",NA,449,643,418
"1593","Martinsville","003 - PRECINCT #3","PSID:1159402107","16","R",NA,234,487,221
"1594","Martinsville","004 - PRECINCT #4","PSID:1159402103","16","R",NA,398,731,359
"1595","Martinsville","005 - PRECINCT #5","PSID:1159402101","16","R",NA,868,505,913
"1596","Martinsville","006 - PRECINCT #6","PSID:1159402105","16","R",NA,64,303,2
"1597","Mathews","# AB - Central Absentee Precinct","PSID:1159402479","","",179,334,387,707
"1598","Mathews","## Provisional","PSID:1159402479","","",0,0,0,2
"1599","Mathews","001 - CHESAPEAKE","PSID:1159398573","98","R",234,545,256,667
"1600","Mathews","002 - WESTVILLE","PSID:1159398483","98","R",419,825,424,1034
"1601","Mathews","003 - PIANKATANK","PSID:1159398479","98","R",426,951,496,1107
"1602","Mecklenburg","# AB - Central Absentee Precinct","PSID:1159402481","","",NA,369,950,995
"1603","Mecklenburg","## Provisional","PSID:1159402481","","",NA,3,15,5
"1604","Mecklenburg","101 - WRIGHTS STORE","PSID:1159399685","61","R",NA,197,241,219
"1605","Mecklenburg","102 - PEARSONS STORE","PSID:1159399687","61","R",NA,104,50,117
"1606","Mecklenburg","103 - SOUTH CLARKSVILLE","PSID:1159399689","61","R",NA,335,454,374
"1607","Mecklenburg","201 - BOYDTON","PSID:1159401991","61","R",NA,198,225,215
"1608","Mecklenburg","202 - BLUESTONE SENIOR HIGH SCHOOL","PSID:1159401989","61","R",NA,73,112,74
"1609","Mecklenburg","203 - CHASE CITY VFW POST","PSID:1159401985","61","R",NA,110,316,73
"1610","Mecklenburg","301 - BRACEY","PSID:1159397931","61","R",NA,504,248,731
"1611","Mecklenburg","302 - LACROSSE","PSID:1159397929","61","R",NA,268,287,374
"1612","Mecklenburg","401 - AMERICAN LEGION HALL","PSID:1159399223","61","R",NA,414,770,401
"1613","Mecklenburg","402 - PARK VIEW MIDDLE SCHOOL","PSID:1159397723","61","R",NA,75,125,68
"1614","Mecklenburg","501 - SOUTH HILL","PSID:1159401005","61","R",NA,641,594,788
"1615","Mecklenburg","601 - BASKERVILLE","PSID:1159397959","61","R",NA,284,197,389
"1616","Mecklenburg","602 - UNION LEVEL","PSID:1159397957","61","R",NA,181,61,262
"1617","Mecklenburg","603 - SMITH CROSSROADS","PSID:1159397953","61","R",NA,141,83,164
"1618","Mecklenburg","604 - LAKE GASTON","PSID:1159401517","61","R",NA,137,110,222
"1619","Mecklenburg","701 - CHASE CITY","PSID:1159400365","61","R",NA,291,256,384
"1620","Mecklenburg","702 - SUNSHINE","PSID:1159400363","61","R",NA,267,203,322
"1621","Mecklenburg","801 - FINCHLEY","PSID:1159398575","61","R",NA,104,87,110
"1622","Mecklenburg","802 - BLUESTONE","PSID:1159398741","61","R",NA,387,234,499
"1623","Mecklenburg","803 - CHASE CITY ELEMENTARY SCHOOL","PSID:1159400227","61","R",NA,256,230,300
"1624","Mecklenburg","901 - AVERETT","PSID:1159399173","61","R",NA,101,20,168
"1625","Mecklenburg","902 - BUFFALO SPRINGS","PSID:1159397755","61","R",NA,196,75,248
"1626","Mecklenburg","903 - CLARKSVILLE","PSID:1159398321","61","R",NA,669,342,786
"1627","Middlesex","# AB - Central Absentee Precinct","PSID:1159402483","","",116,179,278,319
"1628","Middlesex","## Provisional","PSID:1159402483","","",4,1,1,2
"1629","Middlesex","101 - SALUDA","PSID:1159403009","98","R",105,210,146,235
"1630","Middlesex","102 - URBANNA","PSID:1159403017","98","R",161,373,212,418
"1631","Middlesex","201 - NEW MARKET","PSID:1159403005","98","R",246,673,276,903
"1632","Middlesex","302 - CHURCH VIEW","PSID:1159403011","98","R",288,392,419,539
"1633","Middlesex","401- HARMONY VILLAGE","PSID:1159403015","98","R",290,367,406,513
"1634","Middlesex","501 - WILTON","PSID:1159403007","98","R",301,589,370,741
"1635","Montgomery","# AB - Central Absentee Precinct","PSID:1159402485","","",892,582,1847,1237
"1636","Montgomery","## Provisional","PSID:1159402485","","",20,7,6,4
"1637","Montgomery","101 - PRECINCT A-1","PSID:1159400647","8","R",823,666,941,761
"1638","Montgomery","102 - PRECINCT A-2","PSID:1159400653","12","R",922,285,1175,404
"1639","Montgomery","103 - PRECINCT A-3","PSID:1159400649","12","R",1386,639,1571,733
"1640","Montgomery","201 - PRECINCT B-1","PSID:1159400347","12","R",81,84,103,135
"1641","Montgomery","202 - PRECINCT B-2","PSID:1159400343","8","R",729,749,920,1149
"1642","Montgomery","203 - PRECINCT B-3","PSID:1159400345","7","R",363,592,515,748
"1643","Montgomery","204 - PRECINCT B-4","PSID:1159400337","7","R",768,1010,1072,1268
"1644","Montgomery","301 - PRECINCT C-1","PSID:1159398611","8","R",280,706,390,1251
"1645","Montgomery","302 - PRECINCT C-2","PSID:1159398609","7","R",352,837,503,1109
"1646","Montgomery","303 - PRECINCT C-3","PSID:1159398607","8","R",121,293,133,430
"1647","Montgomery","304 - PRECINCT C-4","PSID:1159398615","8;12","R;R",392,682,566,1075
"1648","Montgomery","401 - PRECINCT D-1","PSID:1159398311","7","R",275,542,370,609
"1649","Montgomery","402 - PRECINCT D-2","PSID:1159398313","7","R",287,861,360,1150
"1650","Montgomery","403 - PRECINCT D-3","PSID:1159398317","7","R",222,595,321,979
"1651","Montgomery","404 - PRECINCT D-4","PSID:1159398307","7","R",140,379,175,544
"1652","Montgomery","405 - PRECINCT D-5","PSID:1159398309","7","R",448,781,657,1126
"1653","Montgomery","501 - PRECINCT E-1","PSID:1159397985","7","R",680,569,958,909
"1654","Montgomery","502 - PRECINCT E-2","PSID:1159398005","7;12","R;R",377,534,445,716
"1655","Montgomery","503 - PRECINCT E-3","PSID:1159398003","7;12","R;R",579,243,1081,509
"1656","Montgomery","601 - PRECINCT F-1","PSID:1159403289","12","R",1153,447,1437,581
"1657","Montgomery","602 - PRECINCT F-2","PSID:1159397651","7;12","R;R",1007,361,1330,570
"1658","Montgomery","603 - PRECINCT F-3","PSID:1159403287","12","R",185,113,343,263
"1659","Montgomery","701 - PRECINCT G-1","PSID:1159401921","12","R",1324,607,1632,741
"1660","Montgomery","702 - PRECINCT G-2","PSID:1159401919","12","R",700,200,1170,458
"1661","Nelson","# AB - Central Absentee Precinct","PSID:1159402487","","",186,141,326,204
"1662","Nelson","## Provisional","PSID:1159402487","","",2,3,12,4
"1663","Nelson","101 - ROCKFISH","PSID:1159400929","20","R",641,594,704,772
"1664","Nelson","201 - LOVINGSTON","PSID:1159399421","59","R",274,314,363,450
"1665","Nelson","202 - SCHUYLER","PSID:1159399419","59","R",177,174,240,274
"1666","Nelson","301 - SHIPMAN","PSID:1159399049","59","R",362,375,524,627
